Case Number,Type,Status,Project Name,Issued Date,Applied Date,Expiration Date,Finalized Date,Module Name,Address,Main Parcel,Description
"BLDC-2024-060712","Building Commercial - Tenant Fit-Up","Issued Certificate of Occupancy","","02/24/2025","11/26/2024","08/03/2026","03/24/2026","Permit","22665  DULLES SUMMIT CT  STERLING VA 20166","045252512000","IAD 230 TENANT FITOUT  OFFICE AREA CONTRACTOR TBD"
"BLDC-2024-060715","Building Commercial - Tenant Fit-Up","Issued Certificate of Occupancy","","02/20/2025","11/26/2024","08/03/2026","03/24/2026","Permit","22665  DULLES SUMMIT CT  STERLING VA 20166","045252512000","IAD 230 TENANT FITOUT PHASE 1;  PLANS SUBMITTED UNDER OFFICE PERMIT;  BLDC-2024-060712; CONTRACTOR TBD"
"BLDC-2024-060717","Building Commercial - Tenant Fit-Up","Issued Certificate of Occupancy","","02/20/2025","11/26/2024","08/03/2026","03/24/2026","Permit","22665  DULLES SUMMIT CT  STERLING VA 20166","045252512000","IAD 230 TENANT FITOUT PHASE 2;  PLANS SUBMITTED UNDER OFFICE PERMIT;  BLDC-2024-060712; CONTRACTOR TBD"
"BLDC-2024-060719","Building Commercial - Tenant Fit-Up","Issued Certificate of Occupancy","","02/20/2025","11/26/2024","08/24/2026","02/25/2026","Permit","22665  DULLES SUMMIT CT  STERLING VA 20166","045252512000","IAD 230 TENANT FITOUT PHASE 3;  PLANS SUBMITTED UNDER OFFICE PERMIT;  BLDC-2024-060712; CONTRACTOR TBD"
"BLDC-2024-060720","Building Commercial - Tenant Fit-Up","Issued Certificate of Occupancy","","02/20/2025","11/26/2024","09/08/2026","03/16/2026","Permit","22665  DULLES SUMMIT CT  STERLING VA 20166","045252512000","IAD 230 TENANT FITOUT PHASE 4;  PLANS SUBMITTED UNDER OFFICE PERMIT;  BLDC-2024-060712; CONTRACTOR TBD"
"BLDC-2024-060721","Building Commercial - Tenant Fit-Up","Issued Certificate of Occupancy","","02/20/2025","11/26/2024","09/28/2026","03/30/2026","Permit","22665  DULLES SUMMIT CT  STERLING VA 20166","045252512000","IAD 230 TENANT FITOUT PHASE 5;  PLANS SUBMITTED UNDER OFFICE PERMIT;  BLDC-2024-060712; CONTRACTOR TBD"
"BLDC-2024-060722","Building Commercial - Tenant Fit-Up","Issued Certificate of Occupancy","","02/20/2025","11/26/2024","12/21/2026","06/22/2026","Permit","22665  DULLES SUMMIT CT  STERLING VA 20166","045252512000","IAD 230 TENANT FITOUT PHASE 6;  PLANS SUBMITTED UNDER OFFICE PERMIT;  BLDC-2024-060712; CONTRACTOR TBD"
"BLDC-2024-060723","Building Commercial - Tenant Fit-Up","Issued","","02/20/2025","11/26/2024","10/26/2026","","Permit","22665  DULLES SUMMIT CT  STERLING VA 20166","045252512000","IAD 230 TENANT FITOUT PHASE 7;  PLANS SUBMITTED UNDER OFFICE PERMIT;  BLDC-2024-060712; CONTRACTOR TBD"
"BLDC-2024-060725","Building Commercial - Tenant Fit-Up","Issued Certificate of Occupancy","","02/20/2025","11/26/2024","11/10/2026","05/15/2026","Permit","22665  DULLES SUMMIT CT  STERLING VA 20166","045252512000","IAD 230 TENANT FITOUT PHASE 8;  PLANS SUBMITTED UNDER OFFICE PERMIT;  BLDC-2024-060712; CONTRACTOR TBD"
"BLDC-2024-060726","Building Commercial - Tenant Fit-Up","Issued Certificate of Occupancy","","02/20/2025","11/26/2024","12/02/2026","06/05/2026","Permit","22665  DULLES SUMMIT CT  STERLING VA 20166","045252512000","IAD 230 TENANT FITOUT PHASE 9;  PLANS SUBMITTED UNDER OFFICE PERMIT;  BLDC-2024-060712; CONTRACTOR TBD"
"BLDC-2024-060727","Building Commercial - Tenant Fit-Up","Issued Certificate of Occupancy","","02/20/2025","11/26/2024","01/04/2027","07/08/2026","Permit","22665  DULLES SUMMIT CT  STERLING VA 20166","045252512000","IAD 230 TENANT FITOUT PHASE 10;  PLANS SUBMITTED UNDER OFFICE PERMIT;  BLDC-2024-060712; CONTRACTOR TBD"
"BLDC-2024-060730","Building Commercial - Tenant Fit-Up","Issued Certificate of Occupancy","","02/20/2025","11/26/2024","01/25/2027","07/28/2026","Permit","22665  DULLES SUMMIT CT  STERLING VA 20166","045252512000","IAD 230 TENANT FITOUT PHASE 11;  PLANS SUBMITTED UNDER OFFICE PERMIT;  BLDC-2024-060712; CONTRACTOR TBD"
"BLDC-2024-060731","Building Commercial - Tenant Fit-Up","Issued Certificate of Occupancy","","02/20/2025","11/26/2024","03/01/2027","09/02/2026","Permit","22665  DULLES SUMMIT CT  STERLING VA 20166","045252512000","IAD 230 TENANT FITOUT PHASE 12;  PLANS SUBMITTED UNDER OFFICE PERMIT;  BLDC-2024-060712; CONTRACTOR TBD"
"BLDC-2024-060967","Building Commercial - Alteration","Issued","","01/29/2025","12/01/2024","07/28/2025","","Permit","20945  LOUDOUN COUNTY PKWY  ASHBURN VA 20147","059309091000","Parent permit+ #1 all scanned under this permit. Electronic copy  New electrical and mechanical equipment fit-out in existing spaces and areas that were previously prepared for the installation of proposed equipment."
"BLDC-2024-060968","Building Commercial - Alteration","Issued","","01/29/2025","12/01/2024","07/28/2025","","Permit","20945  LOUDOUN COUNTY PKWY  ASHBURN VA 20147","059309091000","Phase 2 of 2:  New electrical and mechanical equipment fit-out in existing spaces and areas that were previously prepared for the installation of proposed equipment."
"BLDC-2024-060972","Building Commercial - Alteration","Issued","","03/11/2025","12/01/2024","09/07/2025","","Permit","45295 W SEVERN WAY  STERLING VA 20166","042197707000","Phase 1 of 2:  new electrical and mechanical equipment fit-out in existing spaces and areas that were previously prepared for the installation of proposed equipment."
"BLDC-2024-060973","Building Commercial - Alteration","Issued","","03/11/2025","12/01/2024","09/07/2025","","Permit","45295 W SEVERN WAY  STERLING VA 20166","042197707000","Phase 2 of 2:  New electrical and mechanical equipment fit-out in existing spaces and areas that were previously prepared for the installation of proposed equipment."
"BLDC-2024-060975","Building Commercial - Alteration","Issued","","03/05/2025","12/01/2024","09/01/2025","","Permit","45305 W SEVERN WAY  STERLING VA 20166","042197707000","Phase 1 of 2:  New electrical and mechanical equipment fit-out in existing spaces and areas that were previously prepared for the installation of proposed equipment."
"BLDC-2024-060976","Building Commercial - Alteration","Issued","","03/05/2025","12/01/2024","09/01/2025","","Permit","45305 W SEVERN WAY  STERLING VA 20166","042197707000","Phase 2 of 2:  New electrical and mechanical equipment fit-out in existing spaces and areas that were previously prepared for the installation of proposed equipment."
"BLDC-2024-060979","Building Commercial - Alteration","Issued","","03/20/2025","12/01/2024","09/16/2025","","Permit","21635  CHARLES VIEW DR  STERLING VA 20166","043482656000","Installation of vehicular security wedge barriers and additional traffic arm, along with related underground power/data conduits and bollards."
"BLDC-2024-061406","Building Commercial - Alteration","Issued Certificate of Occupancy","","01/15/2025","12/03/2024","12/28/2026","06/29/2026","Permit","24555 HOWLING ROOSTER LN STERLING VA 20166","162176713000","ARA3A ZONE 2 PERMIT SUBMISSION; FULL BUILDING APPROVAL, SITE PLAN APPROVALS AND FEES PAID UNDER NEW CONSTRUCTION BLDC-2024-008914"
"BLDC-2024-061815","Building Commercial - Tenant Fit-Up","Issued","","01/30/2025","12/05/2024","07/29/2025","","Permit","21800  BEAUMEADE CIR  ASHBURN VA 20147","061307791000","Fit-Out of the 3rd fl for H5"
"BLDC-2024-061817","Building Commercial - Tenant Fit-Up","Issued Certificate of Occupancy","","01/28/2025","12/05/2024","01/27/2026","08/21/2025","Permit","21800  BEAUMEADE CIR  ASHBURN VA 20147","061307791000","Tenant Fit out for 2nd floor of H5"
"BLDC-2024-062018","Building Commercial - Tenant Fit-Up","Issued Certificate of Occupancy","","02/19/2025","12/06/2024","05/20/2026","02/09/2026","Permit","22271  BRODERICK DR  STERLING VA 20166","044152877000","This permit will be for the renovation of a shell space into a datahall."
"BLDC-2024-062180","Building Commercial - Alteration","Finaled","","01/27/2025","12/09/2024","04/29/2026","10/31/2025","Permit","44480  HASTINGS DR  ASHBURN VA 20147","060178810000","Installation of Cold Aisle Containment with Sub Electrical Permit. electronic copy"
"BLDC-2024-062191","Building Commercial - Miscellaneous Structure","Issued","","01/14/2025","12/09/2024","07/13/2025","","Permit","42831  GRUMPY TOAD PLZ  ASHBURN VA 20148","161253540000","To construct 1 commercial Magnumstone gravity retaining wall named Wall 1. Approximate dimensions: 1,140 LF x Max Height 19 feet total sf of face: 13,236"
"BLDC-2024-062198","Building Commercial - Miscellaneous Structure","Issued","","01/15/2025","12/09/2024","07/14/2025","","Permit","42831  GRUMPY TOAD PLZ  ASHBURN VA 20148","161253540000","To construct 1 commercial Magnumstone gravity retaining wall named Wall 2. Approximate dimensions: 564 LF x Max Height 24 feet total sf of face: 10,136 Note: This is a multi-wall project. Please associate with BLDC-2024-062191. 3 additional wall applications to follow."
"BLDC-2024-062212","Building Commercial - Miscellaneous Structure","Issued","","01/21/2025","12/09/2024","07/20/2025","","Permit","42461  GRUMPY TOAD PLZ  ASHBURN VA 20148","161264481000","To construct 1 commercial Magnumstone gravity retaining wall named Wall 3. Approximate dimensions: 492 LF x Max Height 22 feet total sf of face: 9,732 Note: This is a multi-wall project. Please associate with BLDC-2024-062191 and BLDC-2024-062198. 2 additional wall applications to follow."
"BLDC-2024-062216","Building Commercial - Miscellaneous Structure","Issued","","01/15/2025","12/09/2024","07/14/2025","","Permit","42601  GRUMPY TOAD PLZ  ASHBURN VA 20148","161264481000","To construct 1 commercial Magnumstone gravity retaining wall named Wall 4. Approximate dimensions: 448 LF x Max Height 22 feet total sf of face: 6,620 Note: This is a multi-wall project. Please associate with BLDC-2024-062191, BLDC-2024-062198, BLDC-2024-062212. 1 additional wall application to follow."
"BLDC-2024-062231","Building Commercial - Miscellaneous Structure","Issued","","01/15/2025","12/09/2024","07/14/2025","","Permit","42831  GRUMPY TOAD PLZ  ASHBURN VA 20148","161253540000","To construct 1 commercial Magnumstone gravity retaining wall named Wall 5. Approximate dimensions: 54 LF x Max Height 14 feet total sf of face: 624 Note: This is a multi-wall project. Please associate with BLDC-2024-062191, BLDC-2024-062198, BLDC-2024-062212 and BLDC-2024-062216. 5th wall - last wall in this project."
"BLDC-2024-062567","Building Commercial - Alteration","Issued","","05/08/2025","12/10/2024","11/04/2025","","Permit","22520  RANDOLPH DR  STERLING VA 20166","045352692000","IAD 76 ERUD ROMP 8; CONTRACTORS TBD"
"BLDC-2024-062771","Building Commercial - Miscellaneous Structure","Issued","","03/04/2025","12/11/2024","12/31/2026","","Permit","22280  RANDOLPH DR  STERLING VA 20166","044155625000","TEMPORARY TENT FOR WORKERS TO TAKE LUNCH BREAK"
"BLDC-2024-063154","Building Commercial - Addition","Issued","","01/27/2025","12/13/2024","07/26/2025","","Permit","22271 LOCKRIDGE RD STERLING VA 20166","062275493003","Guard Booth"
"BLDC-2024-063204","Building Commercial - Tenant Fit-Up","Issued","","02/07/2025","12/13/2024","03/09/2027","","Permit","43975  LIGHT SPEED PLZ STERLING VA 20166","122207249000","IAD 180 *OFFICE/ PHASE1* ;  CREATING PERMITS FOR PHASED OCCUPANCY;  THE FULL BUILDING INCLUDING INTERIOR FITOUTS WAS REVIEWED AND PAID FOR AND ISSUED UNDER BLDC-2023-016518"
"BLDC-2024-063205","Building Commercial - Tenant Fit-Up","Issued","","02/07/2025","12/13/2024","01/27/2027","","Permit","43975  LIGHT SPEED PLZ STERLING VA 20166","122207249000","IAD 180 *PHASE 2* ;  CREATING PERMITS FOR PHASED OCCUPANCY;  THE FULL BUILDING INCLUDING INTERIOR FITOUTS WAS REVIEWED AND PAID FOR AND ISSUED UNDER BLDC-2023-016518"
"BLDC-2024-063206","Building Commercial - Tenant Fit-Up","Issued","","02/07/2025","12/13/2024","02/08/2027","","Permit","43975  LIGHT SPEED PLZ STERLING VA 20166","122207249000","IAD 180 *PHASE 3* ;  CREATING PERMITS FOR PHASED OCCUPANCY;  THE FULL BUILDING INCLUDING INTERIOR FITOUTS WAS REVIEWED AND PAID FOR AND ISSUED UNDER BLDC-2023-016518"
"BLDC-2024-063209","Building Commercial - Tenant Fit-Up","Issued","","02/07/2025","12/13/2024","02/08/2027","","Permit","43975  LIGHT SPEED PLZ STERLING VA 20166","122207249000","IAD 180 * PHASE 4* ;  CREATING PERMITS FOR PHASED OCCUPANCY;  THE FULL BUILDING INCLUDING INTERIOR FITOUTS WAS REVIEWED AND PAID FOR AND ISSUED UNDER BLDC-2023-016518"
"BLDC-2024-063210","Building Commercial - Tenant Fit-Up","Issued","","02/08/2025","12/13/2024","03/01/2027","","Permit","43975  LIGHT SPEED PLZ STERLING VA 20166","122207249000","IAD 180 *PHASE 5* ;  CREATING PERMITS FOR PHASED OCCUPANCY;  THE FULL BUILDING INCLUDING INTERIOR FITOUTS WAS REVIEWED AND PAID FOR AND ISSUED UNDER BLDC-2023-016518"
"BLDC-2024-063212","Building Commercial - Tenant Fit-Up","Issued","","02/08/2025","12/13/2024","06/06/2027","","Permit","43975  LIGHT SPEED PLZ STERLING VA 20166","122207249000","IAD 180 *PHASE 6* ;  CREATING PERMITS FOR PHASED OCCUPANCY;  THE FULL BUILDING INCLUDING INTERIOR FITOUTS WAS REVIEWED AND PAID FOR AND ISSUED UNDER BLDC-2023-016518"
"BLDC-2024-063214","Building Commercial - Tenant Fit-Up","Issued","","02/07/2025","12/13/2024","06/06/2027","","Permit","43975  LIGHT SPEED PLZ STERLING VA 20166","122207249000","IAD 180 *PHASE 7* ;  CREATING PERMITS FOR PHASED OCCUPANCY;  THE FULL BUILDING INCLUDING INTERIOR FITOUTS WAS REVIEWED AND PAID FOR AND ISSUED UNDER BLDC-2023-016518"
"BLDC-2024-063216","Building Commercial - Tenant Fit-Up","Issued","","02/07/2025","12/13/2024","06/06/2027","","Permit","43975  LIGHT SPEED PLZ STERLING VA 20166","122207249000","IAD 180 * PHASE 8* ;  CREATING PERMITS FOR PHASED OCCUPANCY;  THE FULL BUILDING INCLUDING INTERIOR FITOUTS WAS REVIEWED AND PAID FOR AND ISSUED UNDER BLDC-2023-016518"
"BLDC-2024-063217","Building Commercial - Tenant Fit-Up","Issued","","02/07/2025","12/13/2024","06/06/2027","","Permit","43975  LIGHT SPEED PLZ STERLING VA 20166","122207249000","IAD 180 * PHASE 9* ;  CREATING PERMITS FOR PHASED OCCUPANCY;  THE FULL BUILDING INCLUDING INTERIOR FITOUTS WAS REVIEWED AND PAID FOR AND ISSUED UNDER BLDC-2023-016518"
"BLDC-2024-063219","Building Commercial - Tenant Fit-Up","Issued","","02/07/2025","12/13/2024","06/06/2027","","Permit","43975  LIGHT SPEED PLZ STERLING VA 20166","122207249000","IAD 180 *PHASE 10* ;  CREATING PERMITS FOR PHASED OCCUPANCY;  THE FULL BUILDING INCLUDING INTERIOR FITOUTS WAS REVIEWED AND PAID FOR AND ISSUED UNDER BLDC-2023-016518"
"BLDC-2024-063220","Building Commercial - Tenant Fit-Up","Issued","","02/07/2025","12/13/2024","06/06/2027","","Permit","43975  LIGHT SPEED PLZ STERLING VA 20166","122207249000","IAD 180 *PHASE 11* ;  CREATING PERMITS FOR PHASED OCCUPANCY;  THE FULL BUILDING INCLUDING INTERIOR FITOUTS WAS REVIEWED AND PAID FOR AND ISSUED UNDER BLDC-2023-016518"
"BLDC-2024-063221","Building Commercial - Tenant Fit-Up","Issued","","02/07/2025","12/13/2024","06/06/2027","","Permit","43975  LIGHT SPEED PLZ STERLING VA 20166","122207249000","IAD 180 * PHASE 12* ;  CREATING PERMITS FOR PHASED OCCUPANCY;  THE FULL BUILDING INCLUDING INTERIOR FITOUTS WAS REVIEWED AND PAID FOR AND ISSUED UNDER BLDC-2023-016518"
"BLDC-2024-063290","Building Commercial - New Construction","Issued","","02/26/2025","12/13/2024","02/08/2027","","Permit","45831  MARIES RD  STERLING VA 20166","030292034000","Core and Shell building with an admin area. Also includes a 3rd floor data center build out which consist of 24 MWs. Electronic copy"
"BLDC-2024-063301","Building Commercial - New Construction","Cancelled","","","12/13/2024","","","Permit","45831  MARIES RD  STERLING VA 20166","030292034000","Foundation for a Core & Shell Building."
"BLDC-2024-063845","Building Commercial - Tenant Fit-Up","Issued","","03/10/2025","12/18/2024","03/15/2027","","Permit","21529  BEAUMEADE CIR  ASHBURN VA 20147","042152579000","Interior datacenter fit-out of 2nd floor data center and corresponding equipment infrastructure on roof and in generator yard areas."
"BLDC-2024-064036","Building Commercial - Tenant Fit-Up","Issued","","03/07/2025","12/18/2024","09/03/2025","","Permit","21625  GRESHAM DR  ASHBURN VA 20147","061467942000","THE SCOPE OF WORK CONSISTS OF INTERIOR ALTERATIONS TO AN EXISTING DATA HALL (CR22) AND STORAGE ROOM (179.1).
SCOPE CONSISTS OF MODIFICATIONS TO ELECTRICAL SYSTEMS, HOT AISLE CONTAINMENT, AND THE BUILD OUT OF A FULL HEIGHT SECURED CAGE AROUND ROWS N-Q IN CR22. AN ADDITIONAL SECURED CAGE WITHIN AN EXISTING STORAGE ROOM 179.1. ELECTRICAL MODIFICATIONS INCLUDE THE REPLACEMENT OF BUSWAY, TAP BOXES AND 
GROUNDING UPDATES FOR 27 RACKS BEING ADDED INTO THE DATA HALL. ARCHITECTURAL SPECIALTIES SCOPE 
INCLUDES MODIFICATIONS TO THE EXISTING UPPER CONTAINMENT AND BLANKING PANELS QUANTITIES TO 
ACCOMODATE THE ADDITIONAL RACKS. EXISTING TEMP/HUMIDITY SENSORS WILL BE UPGRADED.
ARCHITECTURAL WORK IS LIMITED TO INTERIORS ON LEVEL 1."
