Case Number,Type,Status,Project Name,Issued Date,Applied Date,Expiration Date,Finalized Date,Module Name,Address,Main Parcel,Description
"BLDC-2024-042571","Building Commercial - Alteration","Finaled","","12/04/2024","08/08/2024","07/14/2025","01/15/2025","Permit","21625  GRESHAM DR  ASHBURN VA 20147","061467942000","THE SCOPE OF WORK CONSISTS OF INTERIOR ALTERATIONS TO AN EXISTING DATA HALL (CR6) IN THE ASH 6 FACILITY."
"BLDC-2024-044078","Building Commercial - Tenant Fit-Up","Issued","","11/06/2024","08/16/2024","09/23/2026","","Permit","43301 DATA DR ASHBURN VA 20147","113372932000","*FAST TRACK*
VA31 TENANT FIT OUT
ADDRRESS IS
19509 BELMONT RIDGE RD
ASHBURN, VA 20147"
"BLDC-2024-044335","Building Commercial - New Construction","Issued","","04/16/2025","08/19/2024","02/02/2027","","Permit","43715  EFFICIENCY DR  STERLING VA 20166","092192834000","2-Story Data Center Core & Shell. Electronic copy"
"BLDC-2024-044694","Building Commercial - Alteration","Finaled","","10/21/2024","08/21/2024","07/21/2025","01/22/2025","Permit","21571  BEAUMEADE CIR  ASHBURN VA 20147","060202337000","WDC BLD A OCI OFFICE PERMIT"
"BLDC-2024-044695","Building Commercial - Alteration","Finaled","","10/22/2024","08/21/2024","04/30/2025","11/01/2024","Permit","21571  BEAUMEADE CIR  ASHBURN VA 20147","060202337000","WDC BLD A OCI PHASE 2. Electronic copy"
"BLDC-2024-044702","Building Commercial - Tenant Fit-Up","Issued Certificate of Occupancy","","10/11/2024","08/21/2024","01/18/2027","07/20/2026","Permit","21745  BEAUMEADE CIR  ASHBURN VA 20147","060189720000","Scope of work includes the fit out of 2 data halls. One on the 3rd floor and one on the 2nd floor. Scope of work will be drywall partitions, doors frames and hardware, flooring, HVAC, plumbing and electrical.  Setting of OFCI equipment is included. Electronic copy"
"BLDC-2024-044841","Building Commercial - Alteration","Finaled","","10/05/2024","08/22/2024","07/02/2025","01/03/2025","Permit","21745  RED RUM DR  ASHBURN VA 20147","088392214000","Installation of new egress door within the exterior wall of an existing gallery.  The door will not have operable hardware on the exterior. Electronic Copy"
"BLDC-2024-045587","Building Commercial - Miscellaneous Structure","Issued","","10/16/2024","08/27/2024","04/14/2025","","Permit","19661  BELMONT RIDGE RD  ASHBURN VA 20147","114355868000","Construction of the (2) retaining walls associated with the DOMINION ENERGY substation:
Retaining Wall West
Retaining Wall East"
"BLDC-2024-045861","Building Commercial - Miscellaneous Structure","Issued","","10/01/2024","08/29/2024","03/30/2025","","Permit","44631  WAXPOOL RD  ASHBURN VA 20147","061285496000","Retaining wall"
"BLDC-2024-046848","Building Commercial - Tenant Fit-Up","Issued","","02/04/2025","09/05/2024","03/03/2027","","Permit","22715  RELOCATION DR  STERLING VA 20166","045279612000","Interior buildout of partitions and major building systems in existing structure.  West side data halls on levels 01-03.  East side data halls on levels 01-04."
"BLDC-2024-047460","Building Commercial - New Construction","Issued","","05/08/2025","09/09/2024","01/27/2027","","Permit","44395 GIGABIT PLZ ASHBURN VA 20147","061450432000","New Construction - Data Center. Electronic copy 
NTT VA7 is a two-story data center on a 78 acre site. Overall, the facility contains over 268,503.26 SF. 127,700 SF of data hall space and 21,380 SF of office space."
"BLDC-2024-048504","Building Commercial - New Construction","Issued","","09/19/2025","09/16/2024","03/16/2027","","Permit","43649 LIGHT SPEED PLZ STERLING VA 20166","122207249000","2 STORY SINGLE TENANT COMPUTER DATA CENTER *FULL APPROVAL*"
"BLDC-2024-048569","Building Commercial - New Construction","Cancelled","","","09/16/2024","","","Permit","","030292034000","New Construction Data Center.  3 stories with roof chiller platform."
"BLDC-2024-048570","Building Commercial - New Construction","On Hold","","","09/16/2024","","","Permit","","030292034000","New Construction Data Center.  3 stories with roof chiller platform."
"BLDC-2024-048969","Building Commercial - Alteration","Issued","","11/18/2024","09/19/2024","12/07/2026","","Permit","22210  LOUDOUN COUNTY PKWY  ASHBURN VA 20147","062256361000","*FAST TRACK* 

PHASE 2 BUILDING PERMIT 

CREATING PERMITS FOR PHASED OCCUPANCY TURNOVER;

ALL PHASES AND PLANS ALREADY REVIEWED  AND APPROVED AND PAID FOR UNDER BLDC-2023-006663"
"BLDC-2024-048970","Building Commercial - Alteration","Issued","","11/18/2024","09/19/2024","12/07/2026","","Permit","22210  LOUDOUN COUNTY PKWY  ASHBURN VA 20147","062256361000","*FAST TRACK* 

PHASE 3 BUILDING PERMIT 

CREATING PERMITS FOR PHASED OCCUPANCY TURNOVER;

ALL PHASES AND PLANS ALREADY REVIEWED  AND APPROVED AND PAID FOR UNDER BLDC-2023-006663"
"BLDC-2024-048971","Building Commercial - Alteration","Cancelled","","","09/19/2024","","","Permit","22210  LOUDOUN COUNTY PKWY  ASHBURN VA 20147","062256361000","*FAST TRACK* 

PHASE 4 BUILDING PERMIT 

CREATING PERMITS FOR PHASED OCCUPANCY TURNOVER;

ALL PHASES AND PLANS ALREADY REVIEWED  AND APPROVED AND PAID FOR UNDER BLDC-2023-006663"
"BLDC-2024-048972","Building Commercial - Alteration","Cancelled","","","09/19/2024","","","Permit","22210  LOUDOUN COUNTY PKWY  ASHBURN VA 20147","062256361000","*FAST TRACK* 

PHASE 5 BUILDING PERMIT 

CREATING PERMITS FOR PHASED OCCUPANCY TURNOVER;

ALL PHASES AND PLANS ALREADY REVIEWED  AND APPROVED AND PAID FOR UNDER BLDC-2023-006663"
"BLDC-2024-048973","Building Commercial - Alteration","Cancelled","","","09/19/2024","","","Permit","22210  LOUDOUN COUNTY PKWY  ASHBURN VA 20147","062256361000","*FAST TRACK* 

PHASE 6 BUILDING PERMIT 

CREATING PERMITS FOR PHASED OCCUPANCY TURNOVER;

ALL PHASES AND PLANS ALREADY REVIEWED  AND APPROVED AND PAID FOR UNDER BLDC-2023-006663"
"BLDC-2024-048974","Building Commercial - Alteration","Cancelled","","","09/19/2024","","","Permit","22210  LOUDOUN COUNTY PKWY  ASHBURN VA 20147","062256361000","*FAST TRACK* 

PHASE 7 BUILDING PERMIT 

CREATING PERMITS FOR PHASED OCCUPANCY TURNOVER;

ALL PHASES AND PLANS ALREADY REVIEWED  AND APPROVED AND PAID FOR UNDER BLDC-2023-006663"
"BLDC-2024-050129","Building Commercial - Tenant Fit-Up","Issued Certificate of Occupancy","","11/01/2024","09/25/2024","01/20/2027","07/24/2026","Permit","21745  BEAUMEADE CIR  ASHBURN VA 20147","060189720000","Scope of work includes the fit out of 3 data halls on the 3rd floor.  Scope of work will be drywall partitions, doors frames and hardware, flooring, HVAC, plumbing and electrical.  Setting of OFCI equipment is included. Electronic Copy"
"BLDC-2024-050136","Building Commercial - Alteration","Cancelled","","","09/25/2024","","","Permit","21745  BEAUMEADE CIR  ASHBURN VA 20147","060189720000","Scope of work includes the fit out of 3 data halls on the 3rd floor.  Scope of work will be drywall partitions, doors frames and hardware, flooring, HVAC, plumbing and electrical.  Setting of OFCI equipment is included."
"BLDC-2024-050147","Building Commercial - Tenant Fit-Up","Issued Certificate of Occupancy","","11/01/2024","09/25/2024","01/25/2027","07/30/2026","Permit","21745  BEAUMEADE CIR  ASHBURN VA 20147","060189720000","Scope of work includes the fit out of 3 data halls on the 2nd floor.  Scope of work will be drywall partitions, doors frames and hardware, flooring, HVAC, plumbing and electrical.  Setting of OFCI equipment is included."
"BLDC-2024-050230","Building Commercial - Miscellaneous Structure","Issued","","12/02/2024","09/25/2024","05/31/2025","","Permit","45210  VANTAGE DATA PLZ  STERLING VA 20166","044292829000","Retaining wall"
"BLDC-2024-051173","Building Commercial - Alteration","Finaled","","11/13/2024","10/01/2024","04/13/2026","10/14/2025","Permit","43290  OLD OX RD  STERLING VA 20166","124369522000","Constructing a cage for security in an existing data center"
"BLDC-2024-051273","Building Commercial - Miscellaneous Structure","Issued","","11/26/2024","10/02/2024","12/31/2026","","Permit","22280  RANDOLPH DR  STERLING VA 20166","044155625000","Installation of new retaining walls."
"BLDC-2024-052009","Building Commercial - New Construction","In Review","","","10/07/2024","","","Permit","42090  REEDS FARM LN  ALDIE VA 20105","203170856000","Site Security Building"
"BLDC-2024-052045","Building Commercial - Tenant Fit-Up","Issued Certificate of Occupancy","","02/20/2025","10/07/2024","03/25/2026","12/30/2025","Permit","44631  WAXPOOL RD  ASHBURN VA 20147","061285496000","IAD 421 LC3 FITOUT PHASE 1 BUILDING PERMIT "
"BLDC-2024-052814","Building Commercial - New Construction","Issued","","12/04/2024","10/10/2024","01/05/2026","","Permit","25500  MEADOWDALE DR  CHANTILLY VA 20152","096183926000","Guard Booth Shack. electronic copy"
"BLDC-2024-052993","Building Commercial - Alteration","Issued","","07/07/2025","10/11/2024","01/03/2026","","Permit","43790  DEVIN SHAFRON DR  ASHBURN VA 20147","089374763000","IAD 13 DALMATION Structural roof evaluation for alterations to the sprinkler system  . Electronic copy 

FIRE PROTECTION UPGRADES"
"BLDC-2024-053873","Building Commercial - Tenant Fit-Up","Issued","","01/02/2025","10/18/2024","03/16/2027","","Permit","22321  PACIFIC BLVD  STERLING VA 20166","044175589000","Phase 2 tenant buildout (reference permit # BLDC-2024-041620 for Core and shell and partial tenant / yard equipment"
"BLDC-2024-053917","Building Commercial - Alteration","Cancelled","","","10/18/2024","","","Permit","22321  PACIFIC BLVD  STERLING VA 20166","044175589000","Equip yard as part of permit #BLDC-2024-053873"
"BLDC-2024-054702","Building Commercial - Telecommunication","Finaled","","11/04/2024","10/23/2024","10/20/2025","04/22/2025","Permit","40866  BROWNS LN  WATERFORD VA 20197","224252353000","AT&T proposes modifications to an existing tower that will consist of the removal of (6) antennas and (9) RRUs. AT&T will be installing (6) antennas and (9) RRUs. AT&T will upgrade ancillary equipment as needed."
"BLDC-2024-054708","Building Commercial - Tenant Fit-Up","Issued","","06/27/2025","10/23/2024","03/03/2027","","Permit","42090  REEDS FARM LN  ALDIE VA 20105","203170856000","This is a three story data center that includes both core & shell and tenant fit-up.  This is for the office phase."
"BLDC-2024-054713","Building Commercial - Tenant Fit-Up","Issued","","06/27/2025","10/23/2024","03/10/2027","","Permit","42090  REEDS FARM LN  ALDIE VA 20105","203170856000","This is a three story data center that includes both core & shell and tenant fit-up.  This is for the Phase 1.      "
"BLDC-2024-054818","Building Commercial - Tenant Fit-Up","Issued","","06/27/2025","10/24/2024","02/10/2027","","Permit","42090  REEDS FARM LN  ALDIE VA 20105","203170856000","This is a three story data center that includes both core & shell and tenant fit-up.  This is for Phase 2."
"BLDC-2024-054824","Building Commercial - Tenant Fit-Up","Issued","","06/27/2025","10/24/2024","02/22/2027","","Permit","42090  REEDS FARM LN  ALDIE VA 20105","203170856000","This is a three story data center that includes both core & shell and tenant fit-up.  This is for Phase 3."
"BLDC-2024-054843","Building Commercial - Tenant Fit-Up","Issued","","06/27/2025","10/24/2024","03/10/2027","","Permit","42090  REEDS FARM LN  ALDIE VA 20105","203170856000",".  This is a three story data center that includes both core & shell and tenant fit-up.  This is for Phase 4."
"BLDC-2024-054850","Building Commercial - Tenant Fit-Up","Issued","","06/27/2025","10/24/2024","03/10/2027","","Permit","42090  REEDS FARM LN  ALDIE VA 20105","203170856000","This is a three story data center that includes both core & shell and tenant fit-up.  This is for Phase 5."
"BLDC-2024-054853","Building Commercial - Tenant Fit-Up","Issued","","06/27/2025","10/24/2024","03/10/2027","","Permit","42090  REEDS FARM LN  ALDIE VA 20105","203170856000","This is a three story data center that includes both core & shell and tenant fit-up.  This is for Phase 6."
"BLDC-2024-054859","Building Commercial - Tenant Fit-Up","Issued","","06/27/2025","10/24/2024","03/17/2027","","Permit","42090  REEDS FARM LN  ALDIE VA 20105","203170856000","This is a three story data center that includes both core & shell and tenant fit-up.  This is for Phase 7."
"BLDC-2024-054864","Building Commercial - Tenant Fit-Up","Issued","","06/27/2025","10/24/2024","03/17/2027","","Permit","42090  REEDS FARM LN  ALDIE VA 20105","203170856000","This is a three story data center that includes both core & shell and tenant fit-up.  This is for Phase 8."
"BLDC-2024-054868","Building Commercial - Tenant Fit-Up","Issued","","06/27/2025","10/24/2024","03/17/2027","","Permit","42090  REEDS FARM LN  ALDIE VA 20105","203170856000","This is a three story data center that includes both core & shell and tenant fit-up.  This is for Phase 9."
"BLDC-2024-054882","Building Commercial - Tenant Fit-Up","Issued","","06/27/2025","10/24/2024","02/10/2027","","Permit","42090  REEDS FARM LN  ALDIE VA 20105","203170856000","This is a three story data center that includes both core & shell and tenant fit-up.  This is for Phase 10."
"BLDC-2024-054888","Building Commercial - Tenant Fit-Up","Issued","","06/27/2025","10/24/2024","12/24/2027","","Permit","42090  REEDS FARM LN  ALDIE VA 20105","203170856000","This is a three story data center that includes both core & shell and tenant fit-up.  This is for Phase 11."
"BLDC-2024-054893","Building Commercial - Tenant Fit-Up","Issued","","06/27/2025","10/24/2024","12/24/2027","","Permit","42090  REEDS FARM LN  ALDIE VA 20105","203170856000","This is a three story data center that includes both core & shell and tenant fit-up.  This is for Phase 12."
"BLDC-2024-054905","Building Commercial - Tenant Fit-Up","Issued","","06/27/2025","10/24/2024","12/24/2027","","Permit","42090  REEDS FARM LN  ALDIE VA 20105","203170856000","This is a three story data center that includes both core & shell and tenant fit-up.  This is for Phase 13."
"BLDC-2024-054937","Building Commercial - Tenant Fit-Up","Issued","","06/27/2025","10/24/2024","12/24/2027","","Permit","42090  REEDS FARM LN  ALDIE VA 20105","203170856000","This is a three story data center that includes both core & shell and tenant fit-up.  This is for Phase 14."
"BLDC-2024-054946","Building Commercial - Tenant Fit-Up","Issued","","06/27/2025","10/24/2024","12/24/2027","","Permit","42090  REEDS FARM LN  ALDIE VA 20105","203170856000","This is a three story data center that includes both core & shell and tenant fit-up.  This is for Phase 15."
"BLDC-2024-054957","Building Commercial - Tenant Fit-Up","Issued","","06/27/2025","10/24/2024","12/24/2027","","Permit","42090  REEDS FARM LN  ALDIE VA 20105","203170856000","This is a three story data center that includes both core & shell and tenant fit-up.  This is for Phase 16."
"BLDC-2024-054959","Building Commercial - Tenant Fit-Up","Issued","","06/27/2025","10/24/2024","12/24/2027","","Permit","42090  REEDS FARM LN  ALDIE VA 20105","203170856000","This is a three story data center that includes both core & shell and tenant fit-up.  This is for Phase 17."
"BLDC-2024-054963","Building Commercial - Tenant Fit-Up","Issued","","06/27/2025","10/24/2024","12/24/2027","","Permit","42090  REEDS FARM LN  ALDIE VA 20105","203170856000","This is a three story data center that includes both core & shell and tenant fit-up.  This is for Phase 18."
"BLDC-2024-054969","Building Commercial - Alteration","Finaled","","01/24/2025","10/24/2024","11/30/2026","06/01/2026","Permit","22945  INTERNATIONAL DR  STERLING VA 20166","034357851000","IAD 144 ERUD"
"BLDC-2024-055076","Building Commercial - New Construction","Issued","","07/25/2025","10/25/2024","01/11/2027","","Permit","45757  MARIES RD  STERLING VA 20166","030286764000"," White Box Shell. electronic copy"
"BLDC-2024-055591","Building Commercial - New Construction","Issued","","05/07/2025","10/29/2024","02/12/2027","","Permit","22235 Loudoun County Parkway Ashburn VA 20147","089496246000"," A THREE-STORY DATA CENTER BUILDING SHELL."
"BLDC-2024-055894","Building Commercial - New Construction","In Review","","06/17/2025","10/29/2024","03/15/2027","","Permit","44595  LOW LATENCY LN  STERLING VA 20166","063477734000","New construction of a 4-level data center facility.
"
"BLDC-2024-056079","Building Commercial - Tenant Fit-Up","Issued","","05/06/2025","10/30/2024","01/11/2027","","Permit","41835 DULLES WEST BLVD ALDIE VA 20105","203371445000","TENANT FIT UP"
"BLDC-2024-056328","Building Commercial - Alteration","Finaled","","12/18/2024","10/31/2024","10/27/2025","04/30/2025","Permit","22271 SHELLHORN RD ASHBURN VA 20147","089104437000","Office space within new core and shell Data"
"BLDC-2024-056483","Building Commercial - New Construction","Issued","","03/24/2025","11/01/2024","12/21/2026","","Permit","24531 HOWLING ROOSTER LN STERLING VA 20166","162176713000","Single story pre-engineered office building, primary use of building will be open office space, conference rooms, cafeteria and kitchen. Electronic Copy"
"BLDC-2024-056493","Building Commercial - New Construction","Issued","","01/15/2025","11/01/2024","02/03/2027","","Permit","22280  RANDOLPH DR  STERLING VA 20166","044155625000","QTS ASH1-DC2 CORESHELL BUILDING PERMIT; NEW CONSTRUCTION; THIS PERMIT WILL COVER ALL 3 FLOORS BUT WILL HAVE 3 MORE PERMITS FOR OCCUPANCY PURPOSES (1 PER FLOOR). Electronic copy"
"BLDC-2024-056497","Building Commercial - Tenant Fit-Up","Issued Certificate of Occupancy","","01/31/2025","11/01/2024","01/12/2027","07/17/2026","Permit","21745  BEAUMEADE CIR  ASHBURN VA 20147","060189720000","Scope of work includes the fit out of 2 data halls (1301 & 1303) on the 1st floor.  Scope of work will be drywall partitions, doors frames and hardware, 
flooring, HVAC, plumbing and electrical.  Setting of OFCI equipment is included."
"BLDC-2024-056500","Building Commercial - Alteration","Cancelled","","","11/01/2024","","","Permit","22280  RANDOLPH DR  STERLING VA 20166","044155625000","ASH1-DC2 DATA HALL 1100;  PERMIT CREATED FOR PHASED OCCUPANCY; FULL SET OF PLANS WILL BE REVIEWED AND APPROVED UNDER BLDC-2024-056493; ALL FEES PAID UNDER CORESHELL PERMIT"
"BLDC-2024-056501","Building Commercial - Tenant Fit-Up","Issued Certificate of Occupancy","","01/31/2025","11/01/2024","01/12/2027","07/17/2026","Permit","21745  BEAUMEADE CIR  ASHBURN VA 20147","060189720000","Scope of work includes the fit out of 1 data halls (1307) on the 1st floor.  Scope of work will be drywall partitions, doors frames and hardware, 
flooring, HVAC, plumbing and electrical.  Setting of OFCI equipment is included."
"BLDC-2024-056505","Building Commercial - Alteration","Cancelled","","","11/01/2024","","","Permit","22280  RANDOLPH DR  STERLING VA 20166","044155625000","ASH1-DC2 DATA HALL 2100;  PERMIT CREATED FOR PHASED OCCUPANCY; FULL SET OF PLANS WILL BE REVIEWED AND APPROVED UNDER BLDC-2024-056493; ALL FEES PAID UNDER CORESHELL PERMIT"
"BLDC-2024-056509","Building Commercial - Alteration","Cancelled","","","11/01/2024","","","Permit","22280  RANDOLPH DR  STERLING VA 20166","044155625000","ASH1-DC2 DATA HALL 3100;  PERMIT CREATED FOR PHASED OCCUPANCY; FULL SET OF PLANS WILL BE REVIEWED AND APPROVED UNDER BLDC-2024-056493; ALL FEES PAID UNDER CORESHELL PERMIT"
"BLDC-2024-056511","Building Commercial - Tenant Fit-Up","Issued Certificate of Occupancy","","01/31/2025","11/01/2024","02/22/2027","08/25/2026","Permit","21745  BEAUMEADE CIR  ASHBURN VA 20147","060189720000","Scope of work includes the fit out of 2 data halls (1310 & 1313) on the 1st floor.  Scope of work will be drywall partitions, doors frames and hardware, 
flooring, HVAC, plumbing and electrical.  Setting of OFCI equipment is included."
"BLDC-2024-056636","Building Commercial - Miscellaneous Structure","Issued","","01/18/2025","11/04/2024","07/17/2025","","Permit","42376  PATRIOT PARK DR  LEESBURG VA 20175","193281883000","To construct 1 commercial retaining wall named Wall 1 - 362 LF x max height 3' total sqft: 725 (this is associated with 8 additional walls on this site)"
"BLDC-2024-056675","Building Commercial - Miscellaneous Structure","Issued","","01/19/2025","11/04/2024","07/18/2025","","Permit","42376  PATRIOT PARK DR  LEESBURG VA 20175","193281883000","To construct 1 commercial retaining wall named Wall 2A - 293 LF x max height 22' with total sqft: 3,458. This wall is associated with permit BLDC-2024-056636 and 7 other retaining wall permits."
"BLDC-2024-056693","Building Commercial - Miscellaneous Structure","Issued","","01/21/2025","11/04/2024","07/20/2025","","Permit","42376  PATRIOT PARK DR  LEESBURG VA 20175","193281883000","To construct 1 commercial retaining wall named Wall 2 - 824 LF x max height 39' with total sqft: 25,086. This permit is associated with permits BLDC-2024-056636 and BLDC-2024-056675 with 6 more to follow (total of 9 walls)"
"BLDC-2024-056710","Building Commercial - Miscellaneous Structure","Issued","","01/21/2025","11/04/2024","07/20/2025","","Permit","42590  PATRIOT PARK DR  LEESBURG VA 20175","193178229000","To construct 1 commercial retaining wall named Wall 6 - 485 LF x max height 25' total sqft: 8,108. This permit is associated with permits BLDC-2024-056636, BLDC-2024-056693, BLDC-2024-056675. There will be 5 more permits to follow. (9 total)"
"BLDC-2024-056722","Building Commercial - Miscellaneous Structure","Issued","","12/23/2024","11/04/2024","06/21/2025","","Permit","42630  PATRIOT PARK DR  LEESBURG VA 20175","193182817000","To construct 1 commercial retaining wall named Wall 3 - 515 LF x max height 13' total sqft: 3,713. This permit is associated with permits: BLDC-2024-056636, BLDC-2024-056693, BLDC-2024-056675, BLDC-2024-056710 and 4 others. (9 total walls)"
"BLDC-2024-056730","Building Commercial - Miscellaneous Structure","Issued","","12/21/2024","11/04/2024","06/19/2025","","Permit","42630  PATRIOT PARK DR  LEESBURG VA 20175","193182817000","to construct 1 commercial retaining wall named Wall 4 - 451 LF x max height 12' total sqft: 4,092. This permit is associated with permits: BLDC-2024-056636, BLDC-2024-056693, BLDC-2024-056675, BLDC-2024-056710, BLDC-2024-056722 and 3 other permits (9 walls total)"
"BLDC-2024-056743","Building Commercial - Miscellaneous Structure","Issued","","12/21/2024","11/04/2024","06/19/2025","","Permit","42630  PATRIOT PARK DR  LEESBURG VA 20175","193182817000","To construct 1 commercial retaining wall named Wall 5A - 50 LF x max height 6.5' total sqft: 224 associated with permits: BLDC-2024-056636, BLDC-2024-056693, BLDC-2024-056675, BLDC-2024-056710, BLDC-2024-056722, BLDC-2024-056730 and 2 other permits."
"BLDC-2024-056752","Building Commercial - Miscellaneous Structure","Issued","","12/21/2024","11/04/2024","06/19/2025","","Permit","42630  PATRIOT PARK DR  LEESBURG VA 20175","193182817000","To construct 1 commercial retaining wall named Wall 5B - 68 LF x max height 5' total sqft: 212 associated with permits: BLDC-2024-056636, BLDC-2024-056693, BLDC-2024-056675, BLDC-2024-056710, BLDC-2024-056722, BLDC-2024-056730, BLDC-2024-056743 and 1 other permit."
"BLDC-2024-056755","Building Commercial - Miscellaneous Structure","Issued","","12/21/2024","11/04/2024","06/19/2025","","Permit","42630  PATRIOT PARK DR  LEESBURG VA 20175","193182817000","construct 1 commercial retaining wall named Wall 7 - 67 LF x max height 14.5' total sqft: 690 associated with permits: BLDC-2024-056636, BLDC-2024-056693, BLDC-2024-056675, BLDC-2024-056710, BLDC-2024-056722, BLDC-2024-056730, BLDC-2024-056743, BLDC-2024-056752 for a total of 9 walls"
"BLDC-2024-057229","Building Commercial - New Construction","Issued","","05/02/2025","11/06/2024","03/16/2027","","Permit","44710  PERFORMANCE CIR  ASHBURN VA 20147","060209652000","NEW 4-STORY BUILDING CONSISTING OF 12 DATA HALLS, 
MECHANICAL PENTHOUSE, BACKUP GENERATORS, POWER 
EQUIPMENT CENTERS AND ADMINISTRATIVE 
FUNCTIONS. A BRIDGE CONNECTING THE NEW BUILDING 
TO AN EXISTING BUILDING ON CAMPUS AT THE 2ND LEVEL.  
THE SCOPE OF WORK WITHIN THESE DOCUMENTS 
CONSISTS OF ALL ARCHITECTURAL, STRUCTURAL, 
MECHANICAL, ELECTRICAL, AND 
PLUMBING WORK TO SUPPORT THE CONSTRUCTION OF 
THE CORE AND SHELL OF THE BUILDING AND THE TENANT 
BUILD OUT OF THE DATA HALL."
"BLDC-2024-057379","Building Commercial - Alteration","In Review","","09/17/2025","11/06/2024","03/16/2026","","Permit","44595  LOW LATENCY LN  STERLING VA 20166","063477734000","Construction of ""SDC Fitout Scope No.1"" within the new construction of a 4-story data center Core-&-Shell building.
The new construction data center ""Core-&-Shell"" is currently under review by Loudoun County under permit case number BLDC-2024-055894.
Marked-up colored drawings are provided under this permit and similarly under the BLDC-2024-055894 permit to clearly delineate the ""Core-&-Shell"" scopes versus the ""SDC Fitout Scope No.1"" scopes."
"BLDC-2024-057432","Building Commercial - Alteration","Fees Due","","","11/07/2024","","","Permit","21271  SMITH SWITCH RD  ASHBURN VA 20147","060485060000","IAD 50 ERE+WMW UPGRADES"
"BLDC-2024-057612","Building Commercial - Alteration","Issued","","09/22/2025","11/07/2024","03/21/2026","","Permit","43790  DEVIN SHAFRON DR  ASHBURN VA 20147","089374763000","IAD 13 WMWE;"
"BLDC-2024-058387","Building Commercial - Miscellaneous Structure","Issued","","01/07/2025","11/13/2024","07/06/2025","","Permit","23844  BELMONT RIDGE RD  ASHBURN VA 20148","161264481000","Permit for the Construction on a Post and Panel Retaining Wall to Support NOVEC Electrical Substation for Tech Park at Brambleton Data Center Campus"
"BLDC-2024-058762","Building Commercial - Alteration","Issued","","06/09/2025","11/14/2024","12/14/2026","","Permit","45111  LOUDOUN DOWNS LN  STERLING VA 20166","045282657000","Electrical equipment upgrades in existing 1-story data center building, along with related mechanical installations."
"BLDC-2024-059365","Building Commercial - Miscellaneous Structure","Issued","","07/01/2025","11/19/2024","03/24/2026","","Permit","22715  RELOCATION DR  STERLING VA 20166","045279612000","1- internally illuminated entry monument sign 2 sided. Electronic copy "
"BLDC-2024-059440","Building Commercial - Alteration","Issued","","02/20/2025","11/19/2024","08/19/2025","","Permit","22370  KIPPER DR  STERLING VA 20166","044193385000","Installation of additional communications cabling pathways between existing computer rooms in existing data center."
"BLDC-2024-059447","Building Commercial - Alteration","Cancelled","","","11/19/2024","","","Permit","22370  KIPPER DR  STERLING VA 20166","044193385000","Installation of additional data cabling pathways between existing computer rooms in existing data center."
"BLDC-2024-059454","Building Commercial - Alteration","Issued Certificate of Occupancy","","01/17/2025","11/19/2024","01/12/2026","07/16/2025","Permit","44820  PRENTICE DR  STERLING VA 20166","044370416000","210 Tenant Fit-Out/Data Hall in an existing Data Center Core and Shell"
"BLDC-2024-060012","Building Commercial - Alteration","On Hold","","","11/21/2024","","","Permit","22745  RELOCATION DR  STERLING VA 20166","045175529000","IAD 58 ERE;"
"BLDC-2024-060015","Building Commercial - Alteration","Issued","","06/06/2025","11/21/2024","09/23/2026","","Permit","24178  UPPER WOODSIDE LN  STERLING VA 20166","162392026000","IAD 81 ERUD"
"BLDC-2024-060092","Building Commercial - Alteration","Finaled","","01/31/2025","11/22/2024","11/18/2025","05/22/2025","Permit","22125  BRODERICK DR  STERLING VA 20166","044370416000","Suite R108 mechanical equipment upgrade in an existing data hall"
"BLDC-2024-060581","Building Commercial - Tenant Fit-Up","Issued","","05/07/2026","11/26/2024","03/03/2027","","Permit","44710  PERFORMANCE CIR  ASHBURN VA 20147","060209652000","INTERIOR FIT OUT OF 6 DATA HALLS, ON FLOORS 1 AND 2. THE SCOPE OF WORK WITHIN THESE DOCUMENTS CONSISTS OF ALL ARCHITECTURAL, STRUCTURAL, MECHANICAL, ELECTRICAL, AND PLUMBING WORK TO SUPPORT THE CONSTRUCTION OF THE TENANT BUILD OUT OF THE DATA HALLS"
"BLDC-2024-060669","Building Commercial - Alteration","Finaled","","01/22/2025","11/26/2024","03/16/2027","09/17/2026","Permit","22631  DULLES SUMMIT CT  STERLING VA 20166","045358110000","IAD 15 RACK INSTALLATIONS; Electronic Copy"
"BLDC-2024-060672","Building Commercial - Alteration","Finaled","","01/13/2025","11/26/2024","02/03/2027","08/07/2026","Permit","1304  SQUIRE CT  STERLING VA 20166","042295813000","IAD 32 RACK INSTALLATIONS"
"BLDC-2024-060674","Building Commercial - Alteration","Issued","","02/07/2025","11/26/2024","08/06/2025","","Permit","43791  DEVIN SHAFRON DR  ASHBURN VA 20147","089367531000","IAD 54 RACK INSTALLATIONS"
"BLDC-2024-060676","Building Commercial - Alteration","Finaled","","01/13/2025","11/26/2024","12/21/2026","06/23/2026","Permit","44854  INTERCONNECTION PL  ASHBURN VA 20147","060307119000","IAD 80 RACK INSTALLATIONS"
"BLDC-2024-060681","Building Commercial - Alteration","Finaled","","01/08/2025","11/26/2024","03/01/2027","09/01/2026","Permit","20945  LOUDOUN COUNTY PKWY  ASHBURN VA 20147","059309091000","IAD 114 RACK INSTALLATIONS"
