date,state_name,state_code,county_or_city_name,county_code,county_fips,aqi,aqi_category,defining_parameter,defining_site,number_of_sites_reporting,source_file_year,source_downloaded_on,source_url,source_dataset_url
6/9/2019,Virginia,51,Rockingham,165,51165,31,Good,Ozone,51-165-0003,1,2019,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2019.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
6/9/2019,Virginia,51,Stafford,179,51179,35,Good,Ozone,51-179-0001,1,2019,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2019.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
6/9/2019,Virginia,51,Wythe,197,51197,28,Good,Ozone,51-197-0002,1,2019,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2019.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
6/9/2019,Virginia,51,Hampton City,650,51650,34,Good,Ozone,51-650-0008,1,2019,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2019.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
6/9/2019,Virginia,51,Norfolk City,710,51710,4,Good,NO2,51-710-0024,1,2019,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2019.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
6/9/2019,Virginia,51,Richmond City,760,51760,26,Good,PM2.5,51-760-0025,1,2019,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2019.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
6/9/2019,Virginia,51,Suffolk City,800,51800,30,Good,Ozone,51-800-0004,1,2019,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2019.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
6/10/2019,Virginia,51,Albemarle,3,51003,27,Good,Ozone,51-003-0001,1,2019,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2019.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
6/10/2019,Virginia,51,Arlington,13,51013,24,Good,Ozone,51-013-0020,1,2019,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2019.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
6/10/2019,Virginia,51,Caroline,33,51033,23,Good,Ozone,51-033-0001,1,2019,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2019.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
6/10/2019,Virginia,51,Charles,36,51036,25,Good,Ozone,51-036-0002,1,2019,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2019.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
6/10/2019,Virginia,51,Chesterfield,41,51041,27,Good,Ozone,51-041-0004,1,2019,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2019.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
6/10/2019,Virginia,51,Fairfax,59,51059,34,Good,PM2.5,51-059-0030,2,2019,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2019.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
6/10/2019,Virginia,51,Fauquier,61,51061,19,Good,Ozone,51-061-0002,1,2019,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2019.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
6/10/2019,Virginia,51,Frederick,69,51069,23,Good,PM2.5,51-069-0010,1,2019,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2019.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
6/10/2019,Virginia,51,Giles,71,51071,38,Good,Ozone,51-071-9991,1,2019,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2019.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
6/10/2019,Virginia,51,Hanover,85,51085,24,Good,Ozone,51-085-0003,1,2019,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2019.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
6/10/2019,Virginia,51,Henrico,87,51087,27,Good,Ozone,51-087-0014,1,2019,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2019.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
6/10/2019,Virginia,51,Loudoun,107,51107,25,Good,Ozone,51-107-1005,1,2019,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2019.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
6/10/2019,Virginia,51,Madison,113,51113,32,Good,Ozone,51-113-0003,1,2019,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2019.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
6/10/2019,Virginia,51,Prince Edward,147,51147,23,Good,Ozone,51-147-9991,1,2019,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2019.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
6/10/2019,Virginia,51,Prince William,153,51153,27,Good,Ozone,51-153-0009,1,2019,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2019.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
6/10/2019,Virginia,51,Roanoke,161,51161,31,Good,Ozone,51-161-1004,1,2019,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2019.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
6/10/2019,Virginia,51,Rockbridge,163,51163,20,Good,Ozone,51-163-0003,1,2019,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2019.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
6/10/2019,Virginia,51,Rockingham,165,51165,26,Good,Ozone,51-165-0003,1,2019,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2019.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
6/10/2019,Virginia,51,Stafford,179,51179,24,Good,Ozone,51-179-0001,1,2019,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2019.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
6/10/2019,Virginia,51,Wythe,197,51197,33,Good,Ozone,51-197-0002,1,2019,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2019.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
6/10/2019,Virginia,51,Hampton City,650,51650,27,Good,Ozone,51-650-0008,1,2019,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2019.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
6/10/2019,Virginia,51,Norfolk City,710,51710,15,Good,NO2,51-710-0024,1,2019,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2019.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
6/10/2019,Virginia,51,Richmond City,760,51760,23,Good,PM2.5,51-760-0025,1,2019,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2019.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
6/10/2019,Virginia,51,Suffolk City,800,51800,24,Good,Ozone,51-800-0005,2,2019,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2019.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
6/11/2019,Virginia,51,Albemarle,3,51003,36,Good,Ozone,51-003-0001,1,2019,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2019.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
6/11/2019,Virginia,51,Arlington,13,51013,37,Good,Ozone,51-013-0020,1,2019,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2019.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
6/11/2019,Virginia,51,Caroline,33,51033,37,Good,Ozone,51-033-0001,1,2019,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2019.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
6/11/2019,Virginia,51,Charles,36,51036,39,Good,Ozone,51-036-0002,1,2019,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2019.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
6/11/2019,Virginia,51,Chesterfield,41,51041,36,Good,Ozone,51-041-0004,1,2019,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2019.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
6/11/2019,Virginia,51,Fairfax,59,51059,38,Good,Ozone,51-059-0030,2,2019,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2019.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
6/11/2019,Virginia,51,Fauquier,61,51061,32,Good,Ozone,51-061-0002,1,2019,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2019.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
6/11/2019,Virginia,51,Frederick,69,51069,31,Good,Ozone,51-069-0010,1,2019,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2019.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
6/11/2019,Virginia,51,Giles,71,51071,36,Good,Ozone,51-071-9991,1,2019,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2019.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
6/11/2019,Virginia,51,Hanover,85,51085,38,Good,Ozone,51-085-0003,1,2019,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2019.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
6/11/2019,Virginia,51,Henrico,87,51087,39,Good,Ozone,51-087-0014,2,2019,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2019.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
6/11/2019,Virginia,51,Loudoun,107,51107,36,Good,Ozone,51-107-1005,1,2019,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2019.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
6/11/2019,Virginia,51,Madison,113,51113,37,Good,Ozone,51-113-0003,1,2019,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2019.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
6/11/2019,Virginia,51,Prince Edward,147,51147,35,Good,Ozone,51-147-9991,1,2019,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2019.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
6/11/2019,Virginia,51,Prince William,153,51153,36,Good,Ozone,51-153-0009,1,2019,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2019.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
6/11/2019,Virginia,51,Roanoke,161,51161,36,Good,Ozone,51-161-1004,1,2019,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2019.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
6/11/2019,Virginia,51,Rockbridge,163,51163,33,Good,Ozone,51-163-0003,1,2019,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2019.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
6/11/2019,Virginia,51,Rockingham,165,51165,36,Good,Ozone,51-165-0003,1,2019,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2019.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
6/11/2019,Virginia,51,Stafford,179,51179,37,Good,Ozone,51-179-0001,1,2019,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2019.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
6/11/2019,Virginia,51,Wythe,197,51197,38,Good,Ozone,51-197-0002,1,2019,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2019.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
6/11/2019,Virginia,51,Alexandria City,510,51510,4,Good,PM10,51-510-0020,1,2019,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2019.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
6/11/2019,Virginia,51,Bristol City,520,51520,22,Good,PM2.5,51-520-0006,1,2019,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2019.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
6/11/2019,Virginia,51,Hampton City,650,51650,42,Good,Ozone,51-650-0008,1,2019,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2019.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
6/11/2019,Virginia,51,Lynchburg City,680,51680,17,Good,PM2.5,51-680-0015,1,2019,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2019.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
6/11/2019,Virginia,51,Norfolk City,710,51710,21,Good,PM2.5,51-710-0024,1,2019,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2019.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
6/11/2019,Virginia,51,Richmond City,760,51760,19,Good,NO2,51-760-0025,1,2019,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2019.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
6/11/2019,Virginia,51,Salem City,775,51775,22,Good,PM2.5,51-775-0011,1,2019,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2019.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
6/11/2019,Virginia,51,Suffolk City,800,51800,43,Good,Ozone,51-800-0004,2,2019,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2019.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
6/11/2019,Virginia,51,Virginia Beach City,810,51810,19,Good,PM2.5,51-810-0008,1,2019,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2019.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
6/12/2019,Virginia,51,Albemarle,3,51003,40,Good,Ozone,51-003-0001,1,2019,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2019.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
6/12/2019,Virginia,51,Arlington,13,51013,41,Good,Ozone,51-013-0020,1,2019,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2019.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
6/12/2019,Virginia,51,Caroline,33,51033,36,Good,Ozone,51-033-0001,1,2019,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2019.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
6/12/2019,Virginia,51,Charles,36,51036,40,Good,Ozone,51-036-0002,1,2019,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2019.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
6/12/2019,Virginia,51,Chesterfield,41,51041,35,Good,Ozone,51-041-0004,1,2019,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2019.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
6/12/2019,Virginia,51,Fairfax,59,51059,43,Good,PM2.5,51-059-0031,2,2019,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2019.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
6/12/2019,Virginia,51,Fauquier,61,51061,38,Good,Ozone,51-061-0002,1,2019,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2019.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
6/12/2019,Virginia,51,Frederick,69,51069,44,Good,Ozone,51-069-0010,1,2019,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2019.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
6/12/2019,Virginia,51,Giles,71,51071,43,Good,Ozone,51-071-9991,1,2019,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2019.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
6/12/2019,Virginia,51,Hanover,85,51085,38,Good,Ozone,51-085-0003,1,2019,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2019.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
6/12/2019,Virginia,51,Henrico,87,51087,40,Good,Ozone,51-087-0014,1,2019,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2019.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
6/12/2019,Virginia,51,Loudoun,107,51107,44,Good,Ozone,51-107-1005,1,2019,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2019.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
6/12/2019,Virginia,51,Madison,113,51113,42,Good,Ozone,51-113-0003,1,2019,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2019.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
6/12/2019,Virginia,51,Prince Edward,147,51147,30,Good,Ozone,51-147-9991,1,2019,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2019.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
6/12/2019,Virginia,51,Prince William,153,51153,44,Good,Ozone,51-153-0009,1,2019,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2019.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
6/12/2019,Virginia,51,Roanoke,161,51161,38,Good,PM2.5,51-161-1004,1,2019,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2019.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
6/12/2019,Virginia,51,Rockbridge,163,51163,38,Good,Ozone,51-163-0003,1,2019,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2019.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
6/12/2019,Virginia,51,Rockingham,165,51165,40,Good,Ozone,51-165-0003,1,2019,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2019.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
6/12/2019,Virginia,51,Stafford,179,51179,38,Good,Ozone,51-179-0001,1,2019,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2019.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
6/12/2019,Virginia,51,Wythe,197,51197,44,Good,Ozone,51-197-0002,1,2019,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2019.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
6/12/2019,Virginia,51,Hampton City,650,51650,40,Good,Ozone,51-650-0008,1,2019,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2019.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
6/12/2019,Virginia,51,Norfolk City,710,51710,11,Good,NO2,51-710-0024,1,2019,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2019.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
6/12/2019,Virginia,51,Richmond City,760,51760,29,Good,PM2.5,51-760-0025,1,2019,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2019.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
6/12/2019,Virginia,51,Suffolk City,800,51800,40,Good,Ozone,51-800-0005,2,2019,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2019.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
6/13/2019,Virginia,51,Albemarle,3,51003,41,Good,Ozone,51-003-0001,1,2019,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2019.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
6/13/2019,Virginia,51,Arlington,13,51013,37,Good,Ozone,51-013-0020,1,2019,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2019.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
6/13/2019,Virginia,51,Caroline,33,51033,34,Good,Ozone,51-033-0001,1,2019,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2019.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
6/13/2019,Virginia,51,Charles,36,51036,35,Good,Ozone,51-036-0002,1,2019,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2019.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
6/13/2019,Virginia,51,Chesterfield,41,51041,31,Good,Ozone,51-041-0004,1,2019,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2019.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
6/13/2019,Virginia,51,Fairfax,59,51059,38,Good,PM2.5,51-059-0031,2,2019,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2019.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
6/13/2019,Virginia,51,Fauquier,61,51061,30,Good,Ozone,51-061-0002,1,2019,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2019.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
6/13/2019,Virginia,51,Frederick,69,51069,36,Good,Ozone,51-069-0010,1,2019,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2019.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
6/13/2019,Virginia,51,Giles,71,51071,44,Good,Ozone,51-071-9991,1,2019,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2019.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
6/13/2019,Virginia,51,Hanover,85,51085,36,Good,Ozone,51-085-0003,1,2019,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2019.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
6/13/2019,Virginia,51,Henrico,87,51087,37,Good,Ozone,51-087-0014,1,2019,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2019.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
6/13/2019,Virginia,51,Loudoun,107,51107,39,Good,Ozone,51-107-1005,1,2019,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2019.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
6/13/2019,Virginia,51,Madison,113,51113,43,Good,Ozone,51-113-0003,1,2019,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2019.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
6/13/2019,Virginia,51,Prince Edward,147,51147,33,Good,Ozone,51-147-9991,1,2019,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2019.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
6/13/2019,Virginia,51,Prince William,153,51153,39,Good,Ozone,51-153-0009,1,2019,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2019.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
6/13/2019,Virginia,51,Roanoke,161,51161,42,Good,Ozone,51-161-1004,1,2019,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2019.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
6/13/2019,Virginia,51,Rockbridge,163,51163,38,Good,Ozone,51-163-0003,1,2019,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2019.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
6/13/2019,Virginia,51,Rockingham,165,51165,43,Good,Ozone,51-165-0003,1,2019,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2019.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
6/13/2019,Virginia,51,Stafford,179,51179,31,Good,Ozone,51-179-0001,1,2019,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2019.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
6/13/2019,Virginia,51,Wythe,197,51197,41,Good,Ozone,51-197-0002,1,2019,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2019.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
6/13/2019,Virginia,51,Hampton City,650,51650,37,Good,Ozone,51-650-0008,1,2019,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2019.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
6/13/2019,Virginia,51,Norfolk City,710,51710,6,Good,NO2,51-710-0024,1,2019,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2019.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
6/13/2019,Virginia,51,Richmond City,760,51760,23,Good,PM2.5,51-760-0025,1,2019,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2019.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
6/13/2019,Virginia,51,Suffolk City,800,51800,38,Good,Ozone,51-800-0005,2,2019,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2019.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
6/14/2019,Virginia,51,Albemarle,3,51003,35,Good,Ozone,51-003-0001,1,2019,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2019.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
6/14/2019,Virginia,51,Arlington,13,51013,35,Good,Ozone,51-013-0020,1,2019,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2019.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
6/14/2019,Virginia,51,Caroline,33,51033,32,Good,Ozone,51-033-0001,1,2019,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2019.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
6/14/2019,Virginia,51,Carroll,35,51035,7,Good,PM10,51-035-0001,1,2019,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2019.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
6/14/2019,Virginia,51,Charles,36,51036,33,Good,Ozone,51-036-0002,1,2019,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2019.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
6/14/2019,Virginia,51,Chesterfield,41,51041,31,Good,Ozone,51-041-0004,1,2019,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2019.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
6/14/2019,Virginia,51,Fairfax,59,51059,36,Good,Ozone,51-059-0030,2,2019,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2019.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
