date,state_name,state_code,county_or_city_name,county_code,county_fips,aqi,aqi_category,defining_parameter,defining_site,number_of_sites_reporting,source_file_year,source_downloaded_on,source_url,source_dataset_url
7/20/2024,Virginia,51,Hanover,85,51085,31,Good,Ozone,51-085-0003,1,2024,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2024.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
7/20/2024,Virginia,51,Henrico,87,51087,38,Good,PM2.5,51-087-0015,2,2024,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2024.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
7/20/2024,Virginia,51,Loudoun,107,51107,51,Moderate,PM2.5,51-107-1005,1,2024,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2024.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
7/20/2024,Virginia,51,Madison,113,51113,49,Good,Ozone,51-113-0003,1,2024,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2024.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
7/20/2024,Virginia,51,Prince Edward,147,51147,29,Good,Ozone,51-147-9991,1,2024,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2024.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
7/20/2024,Virginia,51,Prince William,153,51153,39,Good,Ozone,51-153-0009,1,2024,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2024.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
7/20/2024,Virginia,51,Roanoke,161,51161,41,Good,PM2.5,51-161-1004,1,2024,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2024.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
7/20/2024,Virginia,51,Rockbridge,163,51163,40,Good,PM2.5,51-163-0003,1,2024,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2024.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
7/20/2024,Virginia,51,Rockingham,165,51165,52,Moderate,PM2.5,51-165-0003,1,2024,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2024.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
7/20/2024,Virginia,51,Stafford,179,51179,34,Good,Ozone,51-179-0001,1,2024,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2024.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
7/20/2024,Virginia,51,Wythe,197,51197,36,Good,Ozone,51-197-0002,1,2024,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2024.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
7/20/2024,Virginia,51,Bristol City,520,51520,31,Good,PM2.5,51-520-0006,1,2024,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2024.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
7/20/2024,Virginia,51,Hampton City,650,51650,36,Good,Ozone,51-650-0008,1,2024,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2024.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
7/20/2024,Virginia,51,Lynchburg City,680,51680,47,Good,PM2.5,51-680-0015,1,2024,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2024.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
7/20/2024,Virginia,51,Norfolk City,710,51710,26,Good,PM2.5,51-710-0024,1,2024,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2024.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
7/20/2024,Virginia,51,Richmond City,760,51760,36,Good,PM2.5,51-760-0025,1,2024,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2024.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
7/20/2024,Virginia,51,Salem City,775,51775,43,Good,PM2.5,51-775-0011,1,2024,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2024.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
7/20/2024,Virginia,51,Suffolk City,800,51800,27,Good,Ozone,51-800-0004,2,2024,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2024.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
7/20/2024,Virginia,51,Virginia Beach City,810,51810,28,Good,PM2.5,51-810-0008,1,2024,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2024.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
7/21/2024,Virginia,51,Albemarle,3,51003,52,Moderate,PM2.5,51-003-0001,1,2024,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2024.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
7/21/2024,Virginia,51,Arlington,13,51013,74,Moderate,Ozone,51-013-0020,1,2024,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2024.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
7/21/2024,Virginia,51,Caroline,33,51033,39,Good,Ozone,51-033-0001,1,2024,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2024.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
7/21/2024,Virginia,51,Charles,36,51036,32,Good,PM2.5,51-036-0002,1,2024,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2024.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
7/21/2024,Virginia,51,Chesterfield,41,51041,43,Good,PM2.5,51-041-0004,1,2024,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2024.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
7/21/2024,Virginia,51,Fairfax,59,51059,67,Moderate,Ozone,51-059-0030,2,2024,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2024.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
7/21/2024,Virginia,51,Fauquier,61,51061,42,Good,Ozone,51-061-0002,1,2024,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2024.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
7/21/2024,Virginia,51,Frederick,69,51069,61,Moderate,Ozone,51-069-0010,1,2024,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2024.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
7/21/2024,Virginia,51,Giles,71,51071,37,Good,Ozone,51-071-9992,1,2024,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2024.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
7/21/2024,Virginia,51,Hanover,85,51085,40,Good,Ozone,51-085-0003,1,2024,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2024.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
7/21/2024,Virginia,51,Henrico,87,51087,43,Good,Ozone,51-087-0014,1,2024,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2024.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
7/21/2024,Virginia,51,Loudoun,107,51107,71,Moderate,Ozone,51-107-1005,1,2024,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2024.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
7/21/2024,Virginia,51,Madison,113,51113,48,Good,Ozone,51-113-0003,1,2024,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2024.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
7/21/2024,Virginia,51,Prince Edward,147,51147,26,Good,Ozone,51-147-9991,1,2024,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2024.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
7/21/2024,Virginia,51,Prince William,153,51153,58,Moderate,Ozone,51-153-0009,1,2024,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2024.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
7/21/2024,Virginia,51,Roanoke,161,51161,44,Good,Ozone,51-161-1004,1,2024,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2024.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
7/21/2024,Virginia,51,Rockbridge,163,51163,32,Good,Ozone,51-163-0003,1,2024,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2024.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
7/21/2024,Virginia,51,Rockingham,165,51165,54,Moderate,Ozone,51-165-0003,1,2024,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2024.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
7/21/2024,Virginia,51,Stafford,179,51179,45,Good,Ozone,51-179-0001,1,2024,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2024.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
7/21/2024,Virginia,51,Wythe,197,51197,35,Good,Ozone,51-197-0002,1,2024,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2024.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
7/21/2024,Virginia,51,Hampton City,650,51650,44,Good,Ozone,51-650-0008,1,2024,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2024.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
7/21/2024,Virginia,51,Norfolk City,710,51710,32,Good,PM2.5,51-710-0024,1,2024,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2024.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
7/21/2024,Virginia,51,Richmond City,760,51760,39,Good,PM2.5,51-760-0025,1,2024,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2024.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
7/21/2024,Virginia,51,Suffolk City,800,51800,42,Good,Ozone,51-800-0004,2,2024,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2024.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
7/21/2024,Virginia,51,Virginia Beach City,810,51810,36,Good,PM2.5,51-810-0008,1,2024,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2024.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
7/22/2024,Virginia,51,Albemarle,3,51003,31,Good,Ozone,51-003-0001,1,2024,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2024.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
7/22/2024,Virginia,51,Arlington,13,51013,33,Good,Ozone,51-013-0020,1,2024,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2024.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
7/22/2024,Virginia,51,Caroline,33,51033,32,Good,Ozone,51-033-0001,1,2024,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2024.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
7/22/2024,Virginia,51,Charles,36,51036,25,Good,Ozone,51-036-0002,1,2024,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2024.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
7/22/2024,Virginia,51,Chesterfield,41,51041,27,Good,PM2.5,51-041-0004,1,2024,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2024.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
7/22/2024,Virginia,51,Fairfax,59,51059,33,Good,PM2.5,51-059-0031,2,2024,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2024.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
7/22/2024,Virginia,51,Fauquier,61,51061,28,Good,Ozone,51-061-0002,1,2024,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2024.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
7/22/2024,Virginia,51,Frederick,69,51069,37,Good,Ozone,51-069-0010,1,2024,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2024.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
7/22/2024,Virginia,51,Giles,71,51071,32,Good,Ozone,51-071-9992,1,2024,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2024.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
7/22/2024,Virginia,51,Hanover,85,51085,33,Good,Ozone,51-085-0003,1,2024,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2024.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
7/22/2024,Virginia,51,Henrico,87,51087,32,Good,Ozone,51-087-0014,1,2024,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2024.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
7/22/2024,Virginia,51,Loudoun,107,51107,38,Good,Ozone,51-107-1005,1,2024,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2024.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
7/22/2024,Virginia,51,Madison,113,51113,36,Good,Ozone,51-113-0003,1,2024,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2024.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
7/22/2024,Virginia,51,Prince Edward,147,51147,21,Good,Ozone,51-147-9991,1,2024,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2024.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
7/22/2024,Virginia,51,Prince William,153,51153,37,Good,Ozone,51-153-0009,1,2024,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2024.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
7/22/2024,Virginia,51,Roanoke,161,51161,27,Good,Ozone,51-161-1004,1,2024,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2024.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
7/22/2024,Virginia,51,Rockbridge,163,51163,23,Good,Ozone,51-163-0003,1,2024,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2024.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
7/22/2024,Virginia,51,Rockingham,165,51165,34,Good,Ozone,51-165-0003,1,2024,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2024.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
7/22/2024,Virginia,51,Stafford,179,51179,30,Good,Ozone,51-179-0001,1,2024,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2024.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
7/22/2024,Virginia,51,Wythe,197,51197,36,Good,Ozone,51-197-0002,1,2024,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2024.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
7/22/2024,Virginia,51,Hampton City,650,51650,31,Good,Ozone,51-650-0008,1,2024,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2024.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
7/22/2024,Virginia,51,Norfolk City,710,51710,24,Good,PM2.5,51-710-0024,1,2024,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2024.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
7/22/2024,Virginia,51,Richmond City,760,51760,26,Good,PM2.5,51-760-0025,1,2024,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2024.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
7/22/2024,Virginia,51,Suffolk City,800,51800,24,Good,Ozone,51-800-0004,2,2024,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2024.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
7/22/2024,Virginia,51,Virginia Beach City,810,51810,28,Good,PM2.5,51-810-0008,1,2024,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2024.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
7/23/2024,Virginia,51,Albemarle,3,51003,43,Good,Ozone,51-003-0001,1,2024,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2024.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
7/23/2024,Virginia,51,Arlington,13,51013,74,Moderate,Ozone,51-013-0020,1,2024,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2024.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
7/23/2024,Virginia,51,Caroline,33,51033,44,Good,Ozone,51-033-0001,1,2024,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2024.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
7/23/2024,Virginia,51,Carroll,35,51035,13,Good,PM10,51-035-0001,1,2024,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2024.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
7/23/2024,Virginia,51,Charles,36,51036,30,Good,Ozone,51-036-0002,1,2024,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2024.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
7/23/2024,Virginia,51,Chesterfield,41,51041,32,Good,PM2.5,51-041-0004,1,2024,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2024.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
7/23/2024,Virginia,51,Fairfax,59,51059,67,Moderate,Ozone,51-059-0030,2,2024,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2024.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
7/23/2024,Virginia,51,Fauquier,61,51061,33,Good,Ozone,51-061-0002,1,2024,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2024.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
7/23/2024,Virginia,51,Frederick,69,51069,50,Good,Ozone,51-069-0010,1,2024,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2024.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
7/23/2024,Virginia,51,Giles,71,51071,32,Good,Ozone,51-071-9992,1,2024,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2024.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
7/23/2024,Virginia,51,Hanover,85,51085,39,Good,Ozone,51-085-0003,1,2024,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2024.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
7/23/2024,Virginia,51,Henrico,87,51087,42,Good,Ozone,51-087-0014,2,2024,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2024.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
7/23/2024,Virginia,51,Loudoun,107,51107,51,Moderate,Ozone,51-107-1005,1,2024,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2024.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
7/23/2024,Virginia,51,Madison,113,51113,36,Good,Ozone,51-113-0003,1,2024,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2024.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
7/23/2024,Virginia,51,Prince Edward,147,51147,26,Good,Ozone,51-147-9991,1,2024,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2024.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
7/23/2024,Virginia,51,Prince William,153,51153,44,Good,Ozone,51-153-0009,1,2024,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2024.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
7/23/2024,Virginia,51,Roanoke,161,51161,35,Good,Ozone,51-161-1004,1,2024,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2024.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
7/23/2024,Virginia,51,Rockbridge,163,51163,31,Good,Ozone,51-163-0003,1,2024,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2024.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
7/23/2024,Virginia,51,Rockingham,165,51165,48,Good,Ozone,51-165-0003,1,2024,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2024.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
7/23/2024,Virginia,51,Stafford,179,51179,40,Good,Ozone,51-179-0001,1,2024,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2024.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
7/23/2024,Virginia,51,Wythe,197,51197,37,Good,Ozone,51-197-0002,1,2024,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2024.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
7/23/2024,Virginia,51,Bristol City,520,51520,40,Good,PM2.5,51-520-0006,1,2024,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2024.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
7/23/2024,Virginia,51,Hampton City,650,51650,31,Good,Ozone,51-650-0008,1,2024,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2024.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
7/23/2024,Virginia,51,Hopewell City,670,51670,7,Good,PM10,51-670-0010,1,2024,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2024.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
7/23/2024,Virginia,51,Lynchburg City,680,51680,29,Good,PM2.5,51-680-0015,1,2024,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2024.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
7/23/2024,Virginia,51,Norfolk City,710,51710,37,Good,PM2.5,51-710-0024,1,2024,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2024.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
7/23/2024,Virginia,51,Richmond City,760,51760,35,Good,PM2.5,51-760-0025,1,2024,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2024.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
7/23/2024,Virginia,51,Salem City,775,51775,32,Good,PM2.5,51-775-0011,1,2024,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2024.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
7/23/2024,Virginia,51,Suffolk City,800,51800,25,Good,Ozone,51-800-0004,2,2024,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2024.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
7/23/2024,Virginia,51,Virginia Beach City,810,51810,38,Good,PM2.5,51-810-0008,1,2024,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2024.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
7/24/2024,Virginia,51,Albemarle,3,51003,34,Good,PM2.5,51-003-0001,1,2024,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2024.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
7/24/2024,Virginia,51,Arlington,13,51013,47,Good,Ozone,51-013-0020,1,2024,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2024.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
7/24/2024,Virginia,51,Caroline,33,51033,27,Good,Ozone,51-033-0001,1,2024,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2024.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
7/24/2024,Virginia,51,Charles,36,51036,30,Good,Ozone,51-036-0002,1,2024,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2024.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
7/24/2024,Virginia,51,Chesterfield,41,51041,32,Good,PM2.5,51-041-0004,1,2024,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2024.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
7/24/2024,Virginia,51,Fairfax,59,51059,42,Good,Ozone,51-059-0030,2,2024,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2024.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
